NIIN,PLANT,COND CODE,QTY,COG,IM Name,LRC
011428169,SDA-DLA DISTRIBUTION ALBANY,B,9,7S,JESSE ESPINOZA,BA4
016236222,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BA1
016489497,BY6-W1A8 DLA DIST-TOBYANNA,K,5,7S,JESSE ESPINOZA,BA3
999579171,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,KATHERINE L CHILDERS,BG2
016489497,BY6-W1A8 DLA DIST-TOBYANNA,F,22,7S,JESSE ESPINOZA,BA3
015461329,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,JESSE ESPINOZA,BA4
014734353,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,BRIDGETT SHEALY,BH4
011426627,SDA-DLA DISTRIBUTION ALBANY,K,4,7S,JESSE ESPINOZA,BA4
015256692,SDF-DLA DISTRIBUTION NORFOLK VA,F,2,7S,ANDREW PICKENS,BE1
016505894,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB5
015681160,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ROOSEVELT KEARNEY,BD2
015556505,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG1
011428115,SDA-DLA DISTRIBUTION ALBANY,A,24,7S,JESSE ESPINOZA,BA4
015197548,SDA-DLA DISTRIBUTION ALBANY,F,8,7S,MICHELE HARRIS,BC1
015675112,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
015051750,SDA-DLA DISTRIBUTION ALBANY,A,82,7S,JESSE ESPINOZA,BA3
001960038,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,BRIDGETT SHEALY,BH4
015158264,SDA-DLA DISTRIBUTION ALBANY,A,19,7S,ANDREW PICKENS,BE2
016922973,BY6-W1A8 DLA DIST-TOBYANNA,K,1,7S,ANDREW PICKENS,B99
015465223,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,JESSE ESPINOZA,BA4
011446312,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA4
016723633,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,KATHERINE L CHILDERS,BJ2
015983163,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ROOSEVELT KEARNEY,BD1
015299457,SDA-DLA DISTRIBUTION ALBANY,F,12,7S,ROOSEVELT KEARNEY,BD1
016138317,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ROOSEVELT KEARNEY,BD1
016590085,SDN-,A,2,7S,BRIDGETT SHEALY,BL5
016618830,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BG2
014723051,SDA-DLA DISTRIBUTION ALBANY,G,1,7S,BRIDGETT SHEALY,BH1
014836103,SDA-DLA DISTRIBUTION ALBANY,F,46,7S,ANDREW PICKENS,BE2
015920140,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,JESSE ESPINOZA,BM4
150285596,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,BRIDGETT SHEALY,BH1
016646888,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,DENE BRASWELL,BB5
015525616,MUY-TRAFFIC MANAGEMENT OFFICER,A,7,7S,MICHELE HARRIS,BA1
015100540,MG4-MARINE DEPOT MAINTENANCE COMMA,F,10,7S,KATHERINE L CHILDERS,BG2
011418146,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,JESSE ESPINOZA,BA4
015549530,MBB-DIR FLEET SUPPORT DIV B875,F,26,7S,MICHELE HARRIS,BC2
015462757,SDA-DLA DISTRIBUTION ALBANY,A,15,7S,JESSE ESPINOZA,BA4
015077011,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ANDREW PICKENS,BE1
015681146,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ROOSEVELT KEARNEY,BD2
016265327,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,BRIDGETT SHEALY,BH1
015817287,MAB-MARINE CORPS LOGISTICS BASE,F,1066,7S,MICHELE HARRIS,BC1
015525616,SDA-DLA DISTRIBUTION ALBANY,F,84,7S,MICHELE HARRIS,BA1
015420903,SDF-DLA DISTRIBUTION NORFOLK VA,F,1,7S,JESSE ESPINOZA,BA3
014958700,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,ANDREW PICKENS,BE1
016104169,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,ROOSEVELT KEARNEY,BD1
011443567,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,JESSE ESPINOZA,BA4
011406030,SDA-DLA DISTRIBUTION ALBANY,A,25,7S,JESSE ESPINOZA,BA4
015674209,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
015919807,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ROOSEVELT KEARNEY,BK2
016598724,BY6-W1A8 DLA DIST-TOBYANNA,J,2,7S,MICHELE HARRIS,BA1
011089786,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,BRIDGETT SHEALY,BH1
016209210,SDA-DLA DISTRIBUTION ALBANY,F,10,7S,ROOSEVELT KEARNEY,BD2
015395327,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,BRIDGETT SHEALY,BH1
015044066,MAB-MARINE CORPS LOGISTICS BASE,A,30,7S,MICHELE HARRIS,BC2
014655993,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ROOSEVELT KEARNEY,CK1
016208356,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,ROOSEVELT KEARNEY,BD2
015078769,MF5-,F,1,7S,ANDREW PICKENS,BE1
015044066,MAB-MARINE CORPS LOGISTICS BASE,F,1,7S,MICHELE HARRIS,BC2
016182977,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD2
014703108,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,BRIDGETT SHEALY,BH1
015640952,MF5-,F,1,7S,MICHELE HARRIS,BA1
150266564,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,BRIDGETT SHEALY,BL5
998407932,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE2
011250461,SDA-DLA DISTRIBUTION ALBANY,K,2,7S,BRIDGETT SHEALY,BH1
015740721,SDA-DLA DISTRIBUTION ALBANY,A,27,7S,ANDREW PICKENS,BE1
016650824,MAB-MARINE CORPS LOGISTICS BASE,A,98,7S,MICHELE HARRIS,BC2
016086851,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,MICHELE HARRIS,BC1
014870976,SDA-DLA DISTRIBUTION ALBANY,A,82,7S,JESSE ESPINOZA,BA3
011601106,SDA-DLA DISTRIBUTION ALBANY,A,22,7S,JESSE ESPINOZA,BA4
015100540,MUY-TRAFFIC MANAGEMENT OFFICER,A,3,7S,KATHERINE L CHILDERS,BG2
015549530,"LC7-HARRIS CORP, RFCD",A,17,7S,MICHELE HARRIS,BC2
015709746,BY6-W1A8 DLA DIST-TOBYANNA,F,46,7S,MICHELE HARRIS,BC1
011809592,SDA-DLA DISTRIBUTION ALBANY,A,18,7S,JESSE ESPINOZA,BA4
014963523,"LC7-HARRIS CORP, RFCD",A,3,7S,MICHELE HARRIS,BC2
011615894,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,JESSE ESPINOZA,BA4
011138312,SG2-DLA DISTRIBUTION BARTSOW,F,11,7S,BRIDGETT SHEALY,BH1
016236825,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,KATHERINE L CHILDERS,BG1
011418141,SDA-DLA DISTRIBUTION ALBANY,A,34,7S,JESSE ESPINOZA,BA4
011426790,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,JESSE ESPINOZA,BA4
016669220,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,BRIDGETT SHEALY,BH4
014926462,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD2
011996319,SDA-DLA DISTRIBUTION ALBANY,A,18,7S,BRIDGETT SHEALY,BH1
016004568,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,JESSE ESPINOZA,BA3
011426792,SDA-DLA DISTRIBUTION ALBANY,A,79,7S,JESSE ESPINOZA,BA4
016018069,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,DENE BRASWELL,BB5
014900312,SDA-DLA DISTRIBUTION ALBANY,F,57,7S,BRIDGETT SHEALY,BH1
015100540,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,KATHERINE L CHILDERS,BG2
015596074,SDA-DLA DISTRIBUTION ALBANY,A,41,7S,JESSE ESPINOZA,BA3
200058054,SDA-DLA DISTRIBUTION ALBANY,A,150,7S,MICHELE HARRIS,BC1
016837541,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,MICHELE HARRIS,BC3
150270051,SDA-DLA DISTRIBUTION ALBANY,F,26,7S,BRIDGETT SHEALY,BH1
016305128,MMZ-Camp LeJeune NERP,F,1,7S,MICHELE HARRIS,BA1
016720529,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BG2
015793296,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,JESSE ESPINOZA,BM4
015589423,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,ANDREW PICKENS,BE1
016421650,SDA-DLA DISTRIBUTION ALBANY,K,8,7S,JESSE ESPINOZA,BA3
014948447,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD2
016229813,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,DENE BRASWELL,BB6
011416001,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,JESSE ESPINOZA,BA4
015327129,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,MICHELE HARRIS,BC1
016151897,MF5-,F,1,7S,JESSE ESPINOZA,BA3
015793297,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,JESSE ESPINOZA,BM4
200012789,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ANDREW PICKENS,BE1
014583366,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,ANDREW PICKENS,BE1
014836103,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ANDREW PICKENS,BE2
015950519,SDA-DLA DISTRIBUTION ALBANY,A,41,7S,MICHELE HARRIS,BC1
015789775,MAB-MARINE CORPS LOGISTICS BASE,F,111,7S,MICHELE HARRIS,BC2
015653872,SDA-DLA DISTRIBUTION ALBANY,F,48,7S,MICHELE HARRIS,BC1
015427912,SDA-DLA DISTRIBUTION ALBANY,F,91,7S,JESSE ESPINOZA,BA3
015589427,SDA-DLA DISTRIBUTION ALBANY,F,36,7S,ANDREW PICKENS,BE1
016598724,SDA-DLA DISTRIBUTION ALBANY,F,19,7S,MICHELE HARRIS,BA1
015596060,SDA-DLA DISTRIBUTION ALBANY,A,19,7S,JESSE ESPINOZA,BA3
016305128,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,MICHELE HARRIS,BA1
016144913,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,MICHELE HARRIS,BA1
016228900,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB6
015051750,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA3
015075815,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,ANDREW PICKENS,BE1
016143307,MAB-MARINE CORPS LOGISTICS BASE,P,35,7S,MICHELE HARRIS,BC2
016004718,SDA-DLA DISTRIBUTION ALBANY,J,4,7S,JESSE ESPINOZA,BA3
015232722,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,CC3
016062991,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,MICHELE HARRIS,BA1
015620852,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,BRIDGETT SHEALY,BL6
015525616,BY6-W1A8 DLA DIST-TOBYANNA,K,45,7S,MICHELE HARRIS,BA1
015589427,MF5-,F,1,7S,ANDREW PICKENS,BE1
016205396,SDA-DLA DISTRIBUTION ALBANY,H,3,7S,ROOSEVELT KEARNEY,BD2
016028367,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,JESSE ESPINOZA,BA3
016467702,MMZ-Camp LeJeune NERP,F,1,7S,MICHELE HARRIS,BA1
015709746,SDA-DLA DISTRIBUTION ALBANY,A,20,7S,MICHELE HARRIS,BC1
015822297,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,JESSE ESPINOZA,BM3
016208740,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ROOSEVELT KEARNEY,BD2
011417398,SDA-DLA DISTRIBUTION ALBANY,J,1,7S,JESSE ESPINOZA,BA4
015999801,SDA-DLA DISTRIBUTION ALBANY,A,136,7S,JESSE ESPINOZA,BM4
011404253,SDA-DLA DISTRIBUTION ALBANY,A,34,7S,JESSE ESPINOZA,BA4
016049538,SDA-DLA DISTRIBUTION ALBANY,F,56,7S,JESSE ESPINOZA,BA3
015709746,SDA-DLA DISTRIBUTION ALBANY,K,4,7S,MICHELE HARRIS,BC1
011419019,SDA-DLA DISTRIBUTION ALBANY,A,49,7S,JESSE ESPINOZA,BA4
016004718,SDA-DLA DISTRIBUTION ALBANY,K,8,7S,JESSE ESPINOZA,BA3
015596074,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,JESSE ESPINOZA,BA3
014925730,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ROOSEVELT KEARNEY,BD2
015980829,SDA-DLA DISTRIBUTION ALBANY,A,23,7S,MICHELE HARRIS,BA1
016086851,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,MICHELE HARRIS,BC1
015031522,SDA-DLA DISTRIBUTION ALBANY,A,39,7S,ANDREW PICKENS,BE1
015991753,SDA-DLA DISTRIBUTION ALBANY,F,17,7S,ROOSEVELT KEARNEY,BD1
013704193,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,JESSE ESPINOZA,BA3
015919024,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ROOSEVELT KEARNEY,BD1
015541735,SDA-DLA DISTRIBUTION ALBANY,A,108,7S,BRIDGETT SHEALY,BH1
014870973,BY6-W1A8 DLA DIST-TOBYANNA,P,22,7S,MICHELE HARRIS,BC2
004418137,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,BRIDGETT SHEALY,BH1
014870980,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,MICHELE HARRIS,BC1
016164375,BY6-W1A8 DLA DIST-TOBYANNA,F,5,7S,DENE BRASWELL,BB5
015740707,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,ANDREW PICKENS,BE1
016473750,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BA1
015086267,BY6-W1A8 DLA DIST-TOBYANNA,F,1,7S,DENE BRASWELL,BB6
015644042,SDA-DLA DISTRIBUTION ALBANY,K,7,7S,MICHELE HARRIS,BC1
200062295,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ANDREW PICKENS,BE1
015100540,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,KATHERINE L CHILDERS,BG2
015596055,BY6-W1A8 DLA DIST-TOBYANNA,F,2,7S,MICHELE HARRIS,BC1
016018069,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,DENE BRASWELL,BB5
013423825,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD1
016205707,SDA-DLA DISTRIBUTION ALBANY,F,15,7S,ROOSEVELT KEARNEY,BD2
015848748,SDA-DLA DISTRIBUTION ALBANY,F,59,7S,MICHELE HARRIS,BC3
016004568,MMZ-Camp LeJeune NERP,F,1,7S,JESSE ESPINOZA,BA3
016584219,BY6-W1A8 DLA DIST-TOBYANNA,H,1,7S,KATHERINE L CHILDERS,BG2
015791462,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,BA1
004830609,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,BRIDGETT SHEALY,BH1
150270051,SG2-DLA DISTRIBUTION BARTSOW,K,6,7S,BRIDGETT SHEALY,BH1
011418140,SDD-DLA DIST WARNER ROBINS,A,4,7S,JESSE ESPINOZA,BA4
014914623,SDA-DLA DISTRIBUTION ALBANY,F,10,7S,BRIDGETT SHEALY,BH4
015158265,SG2-DLA DISTRIBUTION BARTSOW,F,6,7S,ANDREW PICKENS,BE2
015474017,SDN-,F,1,7S,JESSE ESPINOZA,BM1
016228900,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,DENE BRASWELL,BB6
011450084,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,JESSE ESPINOZA,BA4
016745202,SDA-DLA DISTRIBUTION ALBANY,A,19,7S,NO IM ASSIGNED,NO LRC
015865355,SDA-DLA DISTRIBUTION ALBANY,H,3,7S,MICHELE HARRIS,BC3
014304990,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,ANDREW PICKENS,BE1
011385073,MG4-MARINE DEPOT MAINTENANCE COMMA,F,2,7S,BRIDGETT SHEALY,BH1
015044144,SDA-DLA DISTRIBUTION ALBANY,A,103,7S,JESSE ESPINOZA,BA3
014907018,BY6-W1A8 DLA DIST-TOBYANNA,F,9,7S,JESSE ESPINOZA,BA3
014925658,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,ROOSEVELT KEARNEY,BD2
015822495,BY6-W1A8 DLA DIST-TOBYANNA,F,4,7S,KATHERINE L CHILDERS,BG3
015158262,SDA-DLA DISTRIBUTION ALBANY,B,8,7S,ANDREW PICKENS,BE2
016490423,SG2-DLA DISTRIBUTION BARTSOW,K,1,7S,JESSE ESPINOZA,BA4
015066613,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,KATHERINE L CHILDERS,BG2
016497262,SDA-DLA DISTRIBUTION ALBANY,F,14,7S,NO IM ASSIGNED,NO LRC
200051631,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,ANDREW PICKENS,BE1
200051810,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ANDREW PICKENS,BE1
011436944,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,JESSE ESPINOZA,BA4
015678158,SDA-DLA DISTRIBUTION ALBANY,A,6,1S,ROOSEVELT KEARNEY,CD2
016226419,SDA-DLA DISTRIBUTION ALBANY,F,21,7S,MICHELE HARRIS,BA1
014925618,SDA-DLA DISTRIBUTION ALBANY,A,12,7S,ROOSEVELT KEARNEY,BD2
016236222,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,MICHELE HARRIS,BA1
016423502,SDA-DLA DISTRIBUTION ALBANY,A,83,7S,ROOSEVELT KEARNEY,BK1
016138318,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD1
016296933,MG4-MARINE DEPOT MAINTENANCE COMMA,F,2,7S,ROOSEVELT KEARNEY,BK2
016570187,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB5
016581742,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,ROOSEVELT KEARNEY,BD2
015640122,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,BC1
014963523,MAB-MARINE CORPS LOGISTICS BASE,F,1715,7S,MICHELE HARRIS,BC2
015640122,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,MICHELE HARRIS,BC1
014963523,MAB-MARINE CORPS LOGISTICS BASE,A,1812,7S,MICHELE HARRIS,BC2
015422754,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,JESSE ESPINOZA,BA3
015194839,SDA-DLA DISTRIBUTION ALBANY,F,61,7S,ANDREW PICKENS,BE1
015100540,SG2-DLA DISTRIBUTION BARTSOW,A,12,7S,KATHERINE L CHILDERS,BG2
016473873,SG2-DLA DISTRIBUTION BARTSOW,A,5,7S,ANDREW PICKENS,BE2
015338722,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ANDREW PICKENS,BE2
016241490,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,KATHERINE L CHILDERS,BJ1
016473873,MUY-TRAFFIC MANAGEMENT OFFICER,F,1,7S,ANDREW PICKENS,BE2
015775659,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,JESSE ESPINOZA,BM1
150273111,SG2-DLA DISTRIBUTION BARTSOW,A,4,7S,BRIDGETT SHEALY,BH1
016479738,BY6-W1A8 DLA DIST-TOBYANNA,P,3,7S,MICHELE HARRIS,BC2
015589423,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,ANDREW PICKENS,BE1
016004719,MAB-MARINE CORPS LOGISTICS BASE,P,76,7S,MICHELE HARRIS,BC2
015209968,BY6-W1A8 DLA DIST-TOBYANNA,H,24,7S,MICHELE HARRIS,BC1
015852735,"LC7-HARRIS CORP, RFCD",A,222,7S,MICHELE HARRIS,BC2
015031522,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,ANDREW PICKENS,BE1
015700261,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BJ1
011419020,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,JESSE ESPINOZA,BA4
015256692,SDA-DLA DISTRIBUTION ALBANY,F,470,7S,ANDREW PICKENS,BE1
015981249,LN1-RAYTHEON COMPANY,A,1,7S,MICHELE HARRIS,BA1
011423749,SDA-DLA DISTRIBUTION ALBANY,A,21,7S,JESSE ESPINOZA,BA4
219207676,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ROOSEVELT KEARNEY,BD1
015675176,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD2
011426746,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,JESSE ESPINOZA,BA4
015924787,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,BRIDGETT SHEALY,BH1
015232722,BA4-ARMY GENERAL SUPPLY LMP STOCK,F,1,7S,MICHELE HARRIS,CC3
016208358,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,ROOSEVELT KEARNEY,BD2
011401312,SDA-DLA DISTRIBUTION ALBANY,F,18,7S,JESSE ESPINOZA,BA4
016313780,SDA-DLA DISTRIBUTION ALBANY,K,2,7S,ROOSEVELT KEARNEY,BK2
015077403,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
015908259,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,JESSE ESPINOZA,BM4
015531937,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,MICHELE HARRIS,BC1
011428098,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,JESSE ESPINOZA,BA4
200051816,SG2-DLA DISTRIBUTION BARTSOW,A,4,7S,ANDREW PICKENS,BE1
016212730,BY6-W1A8 DLA DIST-TOBYANNA,F,5,7S,DENE BRASWELL,BB5
014925618,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ROOSEVELT KEARNEY,BD2
015821343,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,KATHERINE L CHILDERS,BG3
015980856,SDA-DLA DISTRIBUTION ALBANY,J,3,7S,MICHELE HARRIS,BA1
014615422,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,JESSE ESPINOZA,BA3
015924787,LN1-RAYTHEON COMPANY,F,1,7S,BRIDGETT SHEALY,BH1
016292448,SDA-DLA DISTRIBUTION ALBANY,A,21,7S,KATHERINE L CHILDERS,BG2
016493606,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,ANDREW PICKENS,BE1
200062253,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ANDREW PICKENS,BE1
011671253,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ANDREW PICKENS,BE1
014745771,SDA-DLA DISTRIBUTION ALBANY,F,32,7S,JESSE ESPINOZA,BM3
015658920,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD1
014638091,MMZ-Camp LeJeune NERP,F,1,7S,BRIDGETT SHEALY,BH1
016208358,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ROOSEVELT KEARNEY,BD2
016183389,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ1
015209967,"LC7-HARRIS CORP, RFCD",H,1,7S,MICHELE HARRIS,BC2
016461726,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,MICHELE HARRIS,BA1
015699337,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,ROOSEVELT KEARNEY,BK1
012579962,SDA-DLA DISTRIBUTION ALBANY,A,73,7S,BRIDGETT SHEALY,BH1
011418997,SDA-DLA DISTRIBUTION ALBANY,A,21,7S,JESSE ESPINOZA,BA4
200051804,SG2-DLA DISTRIBUTION BARTSOW,A,45,7S,ANDREW PICKENS,BE1
011428169,SDA-DLA DISTRIBUTION ALBANY,F,14,7S,JESSE ESPINOZA,BA4
011418148,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,JESSE ESPINOZA,BA4
016884875,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB5
014925704,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ROOSEVELT KEARNEY,BD2
015569538,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,ANDREW PICKENS,BE1
015447484,MG4-MARINE DEPOT MAINTENANCE COMMA,A,1,7S,JESSE ESPINOZA,BA4
016241490,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ1
016210049,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ROOSEVELT KEARNEY,BD2
015075796,SDA-DLA DISTRIBUTION ALBANY,F,17,7S,ANDREW PICKENS,BE1
016479738,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BC2
015044066,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,MICHELE HARRIS,BC2
014562389,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BC1
015541735,MG4-MARINE DEPOT MAINTENANCE COMMA,A,1,7S,BRIDGETT SHEALY,BH1
016204982,MT3-,F,1,7S,MICHELE HARRIS,BA1
150266578,SDA-DLA DISTRIBUTION ALBANY,K,2,7S,BRIDGETT SHEALY,BL5
015604038,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ROOSEVELT KEARNEY,BD1
150270051,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,BRIDGETT SHEALY,BH1
015447811,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,JESSE ESPINOZA,BA4
016049538,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,JESSE ESPINOZA,BA3
015640122,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,MICHELE HARRIS,BC1
016138318,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,ROOSEVELT KEARNEY,BD1
011404253,SDA-DLA DISTRIBUTION ALBANY,K,3,7S,JESSE ESPINOZA,BA4
016581744,SDA-DLA DISTRIBUTION ALBANY,H,15,7S,ROOSEVELT KEARNEY,BD2
016183390,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,KATHERINE L CHILDERS,BJ1
015675164,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD1
200058106,SDA-DLA DISTRIBUTION ALBANY,F,216,7S,MICHELE HARRIS,BC1
011419019,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,JESSE ESPINOZA,BA4
015644914,SDA-DLA DISTRIBUTION ALBANY,H,4,7S,MICHELE HARRIS,BC1
015644914,SDA-DLA DISTRIBUTION ALBANY,K,6,7S,MICHELE HARRIS,BC1
012739861,MG4-MARINE DEPOT MAINTENANCE COMMA,F,2,7S,BRIDGETT SHEALY,BH4
