MWSLIN,SOR,NSN,TAMCN,NOMENCLATURE,Qty,Report Date,NIIN
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",0,4/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",0,5/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",2,6/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",2,7/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",2,8/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",1,9/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",0,10/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",0,11/1/2024,992979085
E766,PPB,1.02599E+12,E0671,"Buffer, Assembly, Special",0,12/1/2024,992979085
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,10/1/2023,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,11/1/2023,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,12/1/2023,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,1/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",1,2/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",1,3/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,4/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,5/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,6/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,7/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,8/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,9/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,10/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,11/1/2024,994887463
E771,PPB,3.04099E+12,E0671,"Accumulator, Hydraulic",0,12/1/2024,994887463
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,10/1/2023,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,11/1/2023,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,12/1/2023,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,1/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,2/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",2,3/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",2,4/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",2,5/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",2,6/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,7/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,8/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,9/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,10/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,11/1/2024,998407932
E772,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,12/1/2024,998407932
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,10/1/2023,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,11/1/2023,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,12/1/2023,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,1/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,2/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,3/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,4/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",4,5/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,6/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,7/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,8/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,9/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,10/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,11/1/2024,14583366
E776,PPA,1.44001E+12,E0942,"Armament, Control",0,12/1/2024,14583366
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,10/1/2023,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,11/1/2023,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,12/1/2023,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,1/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,2/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",4,3/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",2,4/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,5/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,6/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,7/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,8/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,9/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,10/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,11/1/2024,16473875
E7D5,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,12/1/2024,16473875
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,10/1/2023,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,11/1/2023,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,12/1/2023,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,1/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,2/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",2,3/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",2,4/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",2,5/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",2,6/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",2,7/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",2,8/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,9/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,10/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,11/1/2024,15158265
E930,PPB,1.24002E+12,E0671,"Mount, Telescope",0,12/1/2024,15158265
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,10/1/2023,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,11/1/2023,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,12/1/2023,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,1/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,2/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,2,3/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,4,4/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,4,5/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,4,6/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,4,7/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,4,8/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,9/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,10/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,11/1/2024,16473873
L461,PPB,1.22002E+12,E0671,Digital Fire Control System Assembly,0,12/1/2024,16473873
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,10/1/2023,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,11/1/2023,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,12/1/2023,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,1/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,2/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",5,3/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",5,4/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",5,5/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,6/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,7/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,8/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,9/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,10/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,11/1/2024,998407932
L463,PPB,5.999E+12,E0671,"ELEC, COMPONENT",0,12/1/2024,998407932
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,10/1/2023,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,11/1/2023,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,12/1/2023,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,1/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,2/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",6,3/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",7,4/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,5/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,6/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,7/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,8/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,9/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,10/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,11/1/2024,16473875
L464,PPB,7.02502E+12,E0671,"Display Unit, Chief of Section",0,12/1/2024,16473875
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,10/1/2023,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,11/1/2023,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,12/1/2023,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,1/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,2/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",3,3/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,4/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,5/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,6/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,7/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,8/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,9/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,10/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,11/1/2024,16647511
L465,PPB,5.89502E+12,E0671,"Enclosure Assembly, Radio",0,12/1/2024,16647511
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,10/1/2023,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,11/1/2023,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,12/1/2023,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,1/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,2/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,3/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,4/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,5/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,6/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,7/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,8/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,9/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,10/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,11/1/2024,15556505
M80C,DMISA,2.80502E+12,C4548,"Engine, Outboard Multi Fuel",0,12/1/2024,15556505
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,10/1/2023,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,11/1/2023,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,12/1/2023,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,1/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,2/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,3/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,4/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,40,5/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,40,6/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,40,7/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,40,8/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,40,9/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,10/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,11/1/2024,15821343
R2AA,DMISA,5.98502E+12,A0169,Antenna,0,12/1/2024,15821343
R379,PPA,6.675E+12,,Clinometers,0,10/1/2023,2932930
R379,PPA,6.675E+12,,Clinometers,2,11/1/2023,2932930
R379,PPA,6.675E+12,,Clinometers,0,12/1/2023,2932930
R379,PPA,6.675E+12,,Clinometers,2,1/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,2/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,2,3/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,4/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,2,5/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,6/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,7/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,8/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,9/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,10/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,11/1/2024,2932930
R379,PPA,6.675E+12,,Clinometers,0,12/1/2024,2932930
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,10/1/2023,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,11/1/2023,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",1,12/1/2023,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,1/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",1,2/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,3/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,4/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,5/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,6/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,7/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,8/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,9/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,10/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,11/1/2024,1441857
R380,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,12/1/2024,1441857
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",1,10/1/2023,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,11/1/2023,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",1,12/1/2023,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,1/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",1,2/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,3/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",1,4/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,5/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,6/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,7/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,8/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,9/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,10/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,11/1/2024,11063361
R397,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,12/1/2024,11063361
R3A7,PPA,4.92E+12,,Boresight Equipment,0,10/1/2023,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,11/1/2023,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,1,12/1/2023,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,1/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,2/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,3/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,4/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,5/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,6/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,7/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,8/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,9/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,10/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,11/1/2024,1616963
R3A7,PPA,4.92E+12,,Boresight Equipment,0,12/1/2024,1616963
R479,PPA,6.675E+12,,Clinometers,0,10/1/2023,2932930
R479,PPA,6.675E+12,,Clinometers,1,11/1/2023,2932930
R479,PPA,6.675E+12,,Clinometers,0,12/1/2023,2932930
R479,PPA,6.675E+12,,Clinometers,0,1/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,2/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,3/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,4/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,5/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,6/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,7/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,8/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,9/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,10/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,11/1/2024,2932930
R479,PPA,6.675E+12,,Clinometers,0,12/1/2024,2932930
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,10/1/2023,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",1,11/1/2023,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,12/1/2023,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,1/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,2/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,3/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,4/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,5/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,6/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,7/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,8/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,9/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,10/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,11/1/2024,1441857
R480,PPA,4.933E+12,,"Fixture, Checking, Guide Bar Housing",0,12/1/2024,1441857
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,10/1/2023,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",1,11/1/2023,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,12/1/2023,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,1/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,2/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,3/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,4/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,5/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,6/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,7/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,8/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,9/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,10/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,11/1/2024,11063361
R497,PPA,4.92001E+12,,"Fixture, Aircraft Maintenance",0,12/1/2024,11063361
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,10/1/2023,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,1,11/1/2023,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,12/1/2023,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,1/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,2/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,3/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,4/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,5/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,6/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,7/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,8/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,9/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,10/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,11/1/2024,14962745
V413,PPA,6.62501E+12,,Multiproduct Calibrator,0,12/1/2024,14962745
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,10/1/2023,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",4,11/1/2023,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,12/1/2023,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,1/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,2/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,3/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,4/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,5/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,6/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,7/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,8/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,9/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,10/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,11/1/2024,15271059
W375,PPA,8.12002E+12,,"Cylinder, Compressed Gas",0,12/1/2024,15271059
