MWSLIN,SOR,NSN,NIIN,TAMCN,NOMENCLATURE,Qty,Report Date
R480,PPA,4933001441857,1441857,,"Fixture, Checking, Guide Bar Housing",0,9/1/2024
R480,PPA,4933001441857,1441857,,"Fixture, Checking, Guide Bar Housing",0,10/1/2024
R480,PPA,4933001441857,1441857,,"Fixture, Checking, Guide Bar Housing",0,11/1/2024
R480,PPA,4933001441857,1441857,,"Fixture, Checking, Guide Bar Housing",0,12/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,10/1/2023
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",1,11/1/2023
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,12/1/2023
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,1/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,2/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,3/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,4/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,5/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,6/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,7/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,8/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,9/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,10/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,11/1/2024
R497,PPA,4920011063361,11063361,,"Fixture, Aircraft Maintenance",0,12/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,10/1/2023
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,1,11/1/2023
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,12/1/2023
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,1/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,2/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,3/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,4/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,5/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,6/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,7/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,8/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,9/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,10/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,11/1/2024
V413,PPA,6625014962745,14962745,,Multiproduct Calibrator,0,12/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,10/1/2023
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",4,11/1/2023
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,12/1/2023
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,1/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,2/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,3/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,4/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,5/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,6/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,7/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,8/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,9/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,10/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,11/1/2024
W375,PPA,8120015271059,15271059,,"Cylinder, Compressed Gas",0,12/1/2024
